Pedestrian_Involved,Accident Severity,Time of Day,Day of Week,Weather Conditions,Lighting Conditions,Road Type,Road Condition,Traffic Control Presence,Speed Limit (km/h),Number of Vehicles Involved
0,Fatal,8:29,Wednesday,Clear,Dusk,State Highway,Under Construction,Police Checkpost,41,3
0,Fatal,17:2,Tuesday,Foggy,Daylight,Village Road,Dry,Unknown,100,5
0,Fatal,19:58,Monday,Clear,Dark,State Highway,Dry,Signs,54,3
0,Minor,2:20,Thursday,Clear,Dark,Urban Road,Under Construction,Signs,84,5
0,Serious,14:18,Thursday,Foggy,Dawn,National Highway,Under Construction,Unknown,103,4
1,Minor,8:59,Saturday,Rainy,Dusk,Urban Road,Wet,Signs,103,3
0,Serious,21:35,Saturday,Rainy,Dusk,Urban Road,Dry,Signals,97,5
0,Fatal,23:25,Saturday,Clear,Daylight,National Highway,Under Construction,Police Checkpost,60,1
0,Fatal,12:28,Thursday,Foggy,Dawn,National Highway,Damaged,Unknown,38,5
0,Fatal,14:33,Thursday,Foggy,Dusk,State Highway,Under Construction,Signals,56,4
0,Fatal,14:42,Wednesday,Clear,Daylight,Urban Road,Under Construction,Unknown,100,2
0,Fatal,0:49,Tuesday,Hazy,Dark,Urban Road,Wet,Signs,79,2
0,Fatal,9:21,Tuesday,Stormy,Dark,Village Road,Damaged,Police Checkpost,104,4
0,Serious,13:47,Sunday,Hazy,Dusk,Village Road,Wet,Signals,40,1
0,Fatal,11:33,Sunday,Hazy,Daylight,Village Road,Under Construction,Signs,49,4
0,Fatal,14:5,Sunday,Stormy,Dawn,Urban Road,Damaged,Signals,93,3
0,Minor,1:23,Sunday,Hazy,Daylight,National Highway,Damaged,Unknown,59,4
0,Fatal,15:36,Sunday,Clear,Daylight,Urban Road,Damaged,Police Checkpost,46,2
0,Serious,4:11,Friday,Clear,Daylight,Urban Road,Wet,Signs,49,5
1,Serious,18:22,Tuesday,Rainy,Daylight,State Highway,Dry,Police Checkpost,46,4
0,Serious,21:28,Sunday,Rainy,Daylight,State Highway,Under Construction,Police Checkpost,109,2
0,Minor,20:13,Sunday,Clear,Dark,Village Road,Dry,Unknown,96,3
1,Serious,5:23,Friday,Rainy,Dawn,State Highway,Under Construction,Police Checkpost,35,5
0,Fatal,8:24,Tuesday,Clear,Dark,Village Road,Under Construction,Signals,95,2
1,Fatal,5:39,Wednesday,Stormy,Daylight,State Highway,Damaged,Signals,75,5
0,Fatal,23:9,Wednesday,Rainy,Dawn,National Highway,Damaged,Signs,49,3
0,Fatal,13:9,Tuesday,Rainy,Dawn,Village Road,Dry,Signals,65,2
0,Fatal,14:40,Tuesday,Rainy,Dusk,National Highway,Damaged,Signs,101,2
0,Serious,8:40,Saturday,Stormy,Dawn,State Highway,Under Construction,Police Checkpost,106,5
0,Minor,20:7,Monday,Foggy,Dusk,Urban Road,Under Construction,Unknown,101,2
0,Serious,14:12,Saturday,Stormy,Dusk,State Highway,Dry,Signals,68,4
0,Serious,13:0,Friday,Hazy,Dusk,Village Road,Under Construction,Unknown,66,5
0,Serious,21:57,Thursday,Rainy,Dark,National Highway,Damaged,Police Checkpost,118,2
0,Fatal,12:6,Saturday,Foggy,Dusk,State Highway,Damaged,Signals,71,4
0,Serious,3:39,Saturday,Hazy,Dark,Village Road,Under Construction,Signals,30,2
0,Fatal,7:34,Sunday,Hazy,Dawn,Urban Road,Wet,Unknown,32,5
0,Serious,16:58,Wednesday,Clear,Dusk,Village Road,Wet,Police Checkpost,107,2
0,Minor,0:22,Sunday,Foggy,Dark,State Highway,Damaged,Unknown,112,1
0,Serious,13:7,Saturday,Clear,Daylight,State Highway,Dry,Signals,78,5
0,Fatal,19:5,Tuesday,Rainy,Dark,Village Road,Wet,Police Checkpost,31,1
0,Minor,14:37,Friday,Clear,Dusk,Urban Road,Under Construction,Signals,104,3
0,Minor,14:10,Friday,Rainy,Daylight,Urban Road,Under Construction,Signals,72,5
0,Fatal,17:31,Tuesday,Rainy,Daylight,National Highway,Under Construction,Police Checkpost,107,1
0,Fatal,22:5,Thursday,Foggy,Daylight,State Highway,Under Construction,Unknown,52,1
0,Serious,20:51,Saturday,Hazy,Dusk,State Highway,Damaged,Signals,57,4
0,Serious,1:5,Wednesday,Foggy,Dawn,National Highway,Dry,Signs,105,5
0,Minor,11:4,Saturday,Clear,Dark,Village Road,Dry,Police Checkpost,56,4
1,Fatal,2:30,Wednesday,Rainy,Daylight,Village Road,Damaged,Unknown,99,5
0,Minor,0:2,Thursday,Hazy,Daylight,State Highway,Damaged,Unknown,48,4
0,Minor,23:24,Friday,Rainy,Dawn,Urban Road,Damaged,Signs,59,5
0,Serious,5:4,Friday,Foggy,Dark,State Highway,Wet,Signs,51,3
0,Minor,14:33,Saturday,Rainy,Dark,Village Road,Under Construction,Signals,115,4
0,Fatal,13:27,Monday,Stormy,Dark,National Highway,Dry,Signals,46,2
0,Minor,3:42,Thursday,Rainy,Dusk,Urban Road,Under Construction,Signs,69,2
0,Serious,2:40,Wednesday,Hazy,Dark,Urban Road,Under Construction,Signs,119,4
0,Serious,6:56,Wednesday,Rainy,Daylight,National Highway,Dry,Signs,60,5
0,Fatal,17:33,Thursday,Hazy,Dark,National Highway,Wet,Signs,46,2
0,Minor,15:36,Sunday,Hazy,Dawn,State Highway,Under Construction,Unknown,103,1
0,Fatal,20:2,Saturday,Clear,Dawn,State Highway,Wet,Signs,75,4
0,Serious,12:24,Friday,Stormy,Dark,Urban Road,Dry,Signs,75,5
0,Serious,14:39,Sunday,Rainy,Dark,National Highway,Damaged,Unknown,56,3
1,Minor,18:24,Tuesday,Stormy,Dusk,Urban Road,Dry,Unknown,57,3
1,Fatal,13:21,Friday,Foggy,Dark,State Highway,Damaged,Unknown,45,5
0,Minor,10:45,Sunday,Foggy,Dark,National Highway,Damaged,Police Checkpost,88,4
0,Serious,2:24,Monday,Rainy,Dark,Village Road,Dry,Signs,114,1
0,Minor,10:24,Wednesday,Foggy,Dusk,Urban Road,Damaged,Signals,32,1
0,Serious,11:43,Friday,Rainy,Dusk,Urban Road,Under Construction,Signals,105,3
0,Fatal,23:18,Tuesday,Stormy,Dark,National Highway,Dry,Signs,112,5
0,Minor,10:34,Wednesday,Rainy,Dark,Village Road,Damaged,Signs,102,2
0,Fatal,20:31,Monday,Stormy,Dusk,Village Road,Dry,Police Checkpost,87,1
0,Fatal,12:48,Monday,Rainy,Dawn,National Highway,Under Construction,Unknown,71,3
0,Fatal,22:42,Thursday,Stormy,Dark,National Highway,Dry,Signs,47,3
1,Serious,22:52,Thursday,Rainy,Dark,Village Road,Under Construction,Unknown,39,2
0,Minor,9:21,Sunday,Foggy,Daylight,Urban Road,Wet,Signs,37,4
0,Minor,15:12,Saturday,Clear,Daylight,State Highway,Dry,Police Checkpost,86,1
0,Minor,1:12,Saturday,Clear,Dusk,National Highway,Wet,Signs,65,4
0,Serious,15:28,Tuesday,Hazy,Daylight,Village Road,Under Construction,Signs,95,3
0,Fatal,13:19,Friday,Hazy,Daylight,State Highway,Wet,Police Checkpost,42,5
1,Fatal,17:45,Monday,Rainy,Dawn,State Highway,Under Construction,Police Checkpost,76,1
1,Serious,15:54,Monday,Hazy,Dark,State Highway,Under Construction,Police Checkpost,38,5
0,Serious,9:34,Saturday,Hazy,Daylight,National Highway,Wet,Signals,37,5
0,Fatal,7:8,Thursday,Stormy,Dawn,National Highway,Wet,Police Checkpost,36,3
0,Serious,19:44,Saturday,Rainy,Dusk,Urban Road,Damaged,Unknown,104,1
0,Serious,21:19,Saturday,Clear,Daylight,State Highway,Under Construction,Signs,34,1
0,Minor,6:57,Friday,Clear,Dusk,Village Road,Under Construction,Police Checkpost,69,1
0,Serious,16:46,Sunday,Hazy,Daylight,State Highway,Damaged,Signs,105,3
0,Minor,22:1,Thursday,Foggy,Dark,Urban Road,Dry,Signs,80,5
0,Fatal,7:9,Sunday,Rainy,Daylight,State Highway,Wet,Signs,71,2
0,Serious,2:18,Wednesday,Clear,Dusk,State Highway,Under Construction,Unknown,64,5
0,Minor,8:58,Tuesday,Stormy,Daylight,National Highway,Damaged,Signs,115,4
0,Minor,16:15,Monday,Stormy,Dusk,State Highway,Dry,Signals,37,3
0,Minor,14:29,Thursday,Foggy,Dawn,State Highway,Damaged,Unknown,64,3
0,Serious,5:52,Wednesday,Foggy,Daylight,State Highway,Under Construction,Unknown,117,4
0,Serious,18:22,Sunday,Hazy,Daylight,National Highway,Dry,Unknown,115,1
0,Serious,3:47,Friday,Clear,Dawn,Urban Road,Damaged,Signs,110,4
0,Fatal,5:59,Tuesday,Hazy,Dark,Urban Road,Under Construction,Signals,36,1
1,Minor,15:15,Monday,Clear,Dusk,Village Road,Under Construction,Signs,49,2
0,Fatal,20:40,Sunday,Foggy,Dark,Urban Road,Wet,Signs,70,5
0,Fatal,14:23,Tuesday,Clear,Daylight,Urban Road,Damaged,Signs,101,3
0,Serious,10:2,Sunday,Rainy,Daylight,Urban Road,Dry,Unknown,55,5
0,Fatal,5:46,Thursday,Hazy,Dawn,State Highway,Dry,Unknown,32,4
1,Minor,0:31,Sunday,Rainy,Dawn,Urban Road,Damaged,Police Checkpost,107,3
0,Serious,19:47,Sunday,Hazy,Dark,Village Road,Damaged,Signs,101,4
0,Serious,22:36,Sunday,Clear,Dark,Urban Road,Damaged,Unknown,61,2
0,Fatal,17:14,Monday,Rainy,Daylight,National Highway,Damaged,Unknown,107,2
0,Minor,21:29,Thursday,Stormy,Dawn,State Highway,Under Construction,Signs,59,4
0,Fatal,20:49,Sunday,Clear,Dusk,State Highway,Under Construction,Signs,62,2
0,Fatal,16:13,Friday,Hazy,Dark,State Highway,Dry,Unknown,102,4
0,Fatal,11:37,Tuesday,Clear,Dawn,National Highway,Under Construction,Signs,33,1
0,Minor,23:3,Wednesday,Rainy,Daylight,Village Road,Dry,Signals,31,3
0,Minor,18:32,Monday,Foggy,Dusk,National Highway,Under Construction,Unknown,58,5
0,Fatal,9:16,Wednesday,Stormy,Daylight,Village Road,Dry,Signals,99,1
0,Fatal,16:42,Sunday,Stormy,Daylight,Village Road,Dry,Signals,88,1
0,Minor,0:51,Thursday,Foggy,Dark,Village Road,Damaged,Signs,45,3
0,Fatal,23:16,Saturday,Hazy,Daylight,Village Road,Dry,Signals,101,1
0,Fatal,21:23,Wednesday,Stormy,Daylight,National Highway,Damaged,Unknown,61,2
0,Fatal,23:4,Friday,Hazy,Dusk,National Highway,Dry,Police Checkpost,104,3
0,Minor,13:3,Thursday,Foggy,Dark,National Highway,Damaged,Signs,112,2
0,Fatal,21:18,Saturday,Rainy,Dusk,National Highway,Wet,Signs,80,3
0,Serious,23:1,Saturday,Clear,Dusk,National Highway,Dry,Unknown,116,4
0,Serious,12:45,Monday,Rainy,Dark,Village Road,Under Construction,Unknown,72,3
0,Minor,9:16,Tuesday,Rainy,Dark,State Highway,Damaged,Signals,59,4
0,Minor,11:30,Friday,Rainy,Dusk,Village Road,Wet,Signs,40,2
1,Minor,14:16,Saturday,Stormy,Daylight,Village Road,Under Construction,Signals,107,5
1,Fatal,1:24,Saturday,Rainy,Dusk,Village Road,Wet,Police Checkpost,101,1
0,Serious,4:58,Tuesday,Rainy,Dawn,National Highway,Dry,Signs,79,1
0,Serious,22:6,Thursday,Hazy,Daylight,National Highway,Damaged,Unknown,50,5
0,Minor,22:47,Monday,Foggy,Dawn,State Highway,Under Construction,Signs,89,5
0,Serious,22:15,Sunday,Stormy,Dusk,State Highway,Under Construction,Police Checkpost,34,4
0,Fatal,6:59,Wednesday,Clear,Daylight,National Highway,Damaged,Unknown,34,2
0,Fatal,15:49,Wednesday,Rainy,Dusk,National Highway,Wet,Unknown,59,5
0,Minor,1:46,Monday,Stormy,Dusk,National Highway,Under Construction,Signs,32,5
0,Fatal,10:18,Wednesday,Hazy,Dark,State Highway,Dry,Signals,37,2
1,Serious,12:45,Friday,Foggy,Dawn,Village Road,Dry,Signals,120,3
0,Minor,22:19,Friday,Clear,Dusk,National Highway,Wet,Unknown,92,2
0,Serious,17:12,Sunday,Clear,Dusk,National Highway,Wet,Signals,77,5
0,Minor,3:16,Sunday,Clear,Dawn,State Highway,Dry,Signs,72,3
0,Minor,15:10,Tuesday,Rainy,Daylight,National Highway,Wet,Unknown,58,4
0,Serious,9:30,Thursday,Clear,Dark,State Highway,Dry,Unknown,70,4
0,Minor,9:44,Wednesday,Rainy,Dawn,State Highway,Damaged,Police Checkpost,97,3
0,Fatal,14:15,Monday,Foggy,Dusk,Urban Road,Wet,Police Checkpost,118,2
0,Minor,21:53,Thursday,Rainy,Dark,Urban Road,Under Construction,Signals,74,4
0,Fatal,20:3,Tuesday,Foggy,Dusk,National Highway,Under Construction,Police Checkpost,100,2
0,Serious,14:16,Thursday,Clear,Daylight,Village Road,Dry,Signs,76,2
0,Minor,20:56,Monday,Clear,Dawn,Urban Road,Wet,Unknown,98,2
0,Fatal,8:52,Tuesday,Foggy,Dark,Urban Road,Damaged,Signals,99,3
0,Serious,21:57,Friday,Clear,Dawn,Village Road,Damaged,Signals,31,4
0,Serious,0:9,Monday,Clear,Dawn,State Highway,Wet,Signals,108,3
0,Minor,19:15,Monday,Rainy,Dusk,State Highway,Wet,Signals,54,3
0,Serious,9:48,Wednesday,Stormy,Dusk,Village Road,Wet,Signs,61,3
0,Fatal,10:38,Tuesday,Rainy,Dark,Urban Road,Dry,Signs,31,4
0,Minor,2:46,Friday,Clear,Dawn,Urban Road,Wet,Unknown,67,2
0,Minor,17:17,Saturday,Hazy,Dark,State Highway,Dry,Signals,112,1
0,Minor,14:14,Wednesday,Stormy,Dusk,Village Road,Under Construction,Unknown,61,1
0,Minor,18:22,Tuesday,Hazy,Dusk,National Highway,Dry,Police Checkpost,91,1
1,Minor,10:46,Thursday,Clear,Dusk,State Highway,Wet,Signals,111,5
0,Fatal,12:0,Friday,Foggy,Dusk,Urban Road,Dry,Unknown,102,5
1,Fatal,3:56,Monday,Foggy,Dawn,Urban Road,Under Construction,Signals,55,5
0,Fatal,4:30,Friday,Stormy,Dark,State Highway,Under Construction,Police Checkpost,34,1
0,Minor,20:13,Tuesday,Rainy,Dawn,Village Road,Damaged,Signals,32,4
0,Minor,14:20,Wednesday,Rainy,Dusk,National Highway,Damaged,Police Checkpost,111,1
0,Minor,20:19,Monday,Hazy,Daylight,Village Road,Under Construction,Unknown,118,1
0,Serious,1:3,Monday,Foggy,Dark,State Highway,Wet,Police Checkpost,40,2
0,Serious,13:5,Monday,Stormy,Daylight,National Highway,Damaged,Signs,55,1
0,Minor,9:7,Friday,Clear,Dark,Urban Road,Damaged,Signs,74,3
0,Serious,7:2,Wednesday,Hazy,Daylight,National Highway,Wet,Unknown,45,4
1,Fatal,9:31,Thursday,Stormy,Dawn,Village Road,Damaged,Signs,59,5
0,Fatal,5:38,Friday,Rainy,Dawn,Village Road,Under Construction,Police Checkpost,111,4
0,Serious,21:12,Wednesday,Stormy,Dawn,National Highway,Under Construction,Signs,111,3
0,Serious,3:27,Thursday,Rainy,Dusk,Urban Road,Under Construction,Signals,40,2
0,Fatal,18:33,Saturday,Stormy,Daylight,State Highway,Under Construction,Signals,91,5
0,Minor,21:0,Monday,Hazy,Dark,Urban Road,Under Construction,Police Checkpost,72,2
1,Minor,13:22,Monday,Clear,Daylight,National Highway,Wet,Police Checkpost,51,2
0,Fatal,17:41,Thursday,Clear,Dawn,Urban Road,Wet,Signals,102,3
0,Serious,19:58,Wednesday,Clear,Dark,National Highway,Dry,Unknown,30,3
0,Minor,0:2,Monday,Stormy,Dusk,National Highway,Under Construction,Signs,112,2
0,Minor,4:35,Sunday,Clear,Dawn,State Highway,Dry,Signs,53,2
1,Fatal,20:36,Friday,Rainy,Dawn,State Highway,Dry,Signs,45,4
1,Serious,2:5,Tuesday,Rainy,Dark,Village Road,Wet,Signs,106,2
0,Serious,8:14,Thursday,Clear,Dusk,State Highway,Under Construction,Police Checkpost,76,4
0,Minor,22:10,Monday,Stormy,Dusk,National Highway,Damaged,Signs,76,1
0,Serious,14:0,Monday,Foggy,Dawn,Village Road,Damaged,Signs,81,5
0,Serious,5:8,Saturday,Hazy,Daylight,State Highway,Damaged,Signs,51,2
0,Serious,15:5,Tuesday,Rainy,Dawn,National Highway,Under Construction,Unknown,32,1
0,Minor,21:28,Monday,Clear,Daylight,State Highway,Under Construction,Signs,91,2
0,Minor,17:37,Tuesday,Rainy,Daylight,National Highway,Dry,Signs,82,3
0,Serious,4:27,Friday,Rainy,Dusk,Urban Road,Damaged,Unknown,86,2
0,Minor,4:27,Thursday,Stormy,Dawn,Urban Road,Wet,Unknown,81,1
0,Minor,2:10,Friday,Clear,Dawn,Urban Road,Damaged,Signs,59,5
0,Serious,18:32,Monday,Foggy,Dawn,Village Road,Damaged,Signs,112,1
0,Serious,8:25,Sunday,Hazy,Daylight,National Highway,Dry,Unknown,30,2
0,Serious,11:41,Sunday,Stormy,Dawn,National Highway,Wet,Signals,109,5
0,Minor,1:28,Saturday,Stormy,Dawn,Village Road,Wet,Unknown,84,5
0,Serious,3:23,Thursday,Rainy,Daylight,Urban Road,Damaged,Signals,67,4
0,Fatal,19:30,Thursday,Rainy,Daylight,National Highway,Wet,Police Checkpost,59,2
0,Fatal,21:6,Sunday,Foggy,Daylight,Village Road,Damaged,Signs,31,1
0,Serious,16:38,Monday,Rainy,Daylight,Urban Road,Under Construction,Signals,47,5
0,Minor,0:13,Saturday,Hazy,Dusk,State Highway,Damaged,Unknown,90,4
1,Minor,23:17,Friday,Rainy,Dusk,State Highway,Damaged,Police Checkpost,87,1
1,Serious,1:1,Tuesday,Hazy,Dusk,Village Road,Wet,Signs,86,1
1,Fatal,20:36,Friday,Stormy,Daylight,National Highway,Under Construction,Police Checkpost,97,5
0,Minor,8:35,Tuesday,Hazy,Dusk,State Highway,Under Construction,Signals,107,5
0,Fatal,13:41,Monday,Foggy,Dawn,State Highway,Under Construction,Police Checkpost,32,4
0,Serious,12:37,Monday,Foggy,Dark,State Highway,Wet,Police Checkpost,33,2
0,Minor,21:55,Sunday,Hazy,Dawn,State Highway,Damaged,Unknown,75,5
0,Fatal,22:17,Monday,Stormy,Dark,Village Road,Dry,Police Checkpost,42,1
0,Fatal,15:45,Sunday,Rainy,Dark,State Highway,Damaged,Signs,72,1
0,Minor,0:45,Thursday,Stormy,Dawn,State Highway,Dry,Police Checkpost,93,1
0,Serious,20:10,Thursday,Foggy,Daylight,Urban Road,Dry,Signs,69,2
1,Serious,9:51,Saturday,Hazy,Daylight,Urban Road,Wet,Unknown,40,4
0,Fatal,11:38,Sunday,Stormy,Dawn,State Highway,Damaged,Police Checkpost,108,5
0,Serious,17:53,Tuesday,Clear,Daylight,National Highway,Damaged,Signs,106,1
0,Serious,11:46,Thursday,Stormy,Dark,State Highway,Damaged,Police Checkpost,106,4
0,Serious,18:37,Wednesday,Stormy,Dark,State Highway,Dry,Unknown,58,4
0,Minor,7:57,Monday,Clear,Dusk,Village Road,Under Construction,Signals,93,4
0,Fatal,0:34,Tuesday,Stormy,Dawn,State Highway,Dry,Signs,49,5
0,Minor,5:28,Wednesday,Rainy,Dawn,State Highway,Under Construction,Unknown,83,5
0,Fatal,1:37,Thursday,Rainy,Dusk,Urban Road,Damaged,Unknown,59,4
0,Serious,4:23,Thursday,Foggy,Dusk,National Highway,Damaged,Police Checkpost,108,1
0,Serious,4:31,Friday,Rainy,Daylight,State Highway,Dry,Signals,50,3
0,Fatal,1:2,Thursday,Foggy,Dark,Urban Road,Wet,Signals,36,1
0,Fatal,2:8,Monday,Clear,Dawn,State Highway,Damaged,Police Checkpost,105,2
0,Minor,10:10,Thursday,Stormy,Dark,Village Road,Under Construction,Police Checkpost,86,2
0,Serious,12:5,Wednesday,Rainy,Dark,Village Road,Damaged,Unknown,80,1
1,Serious,13:6,Sunday,Rainy,Dark,National Highway,Dry,Unknown,114,3
0,Serious,5:29,Friday,Clear,Dusk,State Highway,Wet,Signs,34,1
0,Serious,9:29,Friday,Clear,Daylight,Urban Road,Under Construction,Signs,67,1
0,Serious,1:56,Monday,Clear,Dark,Village Road,Dry,Unknown,87,4
0,Minor,16:17,Thursday,Foggy,Daylight,National Highway,Damaged,Signs,75,4
0,Fatal,13:37,Wednesday,Clear,Dusk,State Highway,Wet,Signals,104,3
0,Serious,3:56,Sunday,Stormy,Dark,Urban Road,Wet,Signals,49,2
0,Minor,2:57,Wednesday,Clear,Daylight,State Highway,Under Construction,Signs,110,2
0,Minor,2:27,Saturday,Foggy,Dark,Urban Road,Dry,Police Checkpost,36,3
0,Serious,3:33,Monday,Rainy,Dusk,State Highway,Damaged,Signals,38,5
0,Minor,6:58,Monday,Clear,Daylight,Village Road,Dry,Unknown,117,5
0,Fatal,9:8,Sunday,Stormy,Dawn,Village Road,Damaged,Signs,65,1
0,Minor,2:32,Thursday,Hazy,Dark,State Highway,Damaged,Signals,58,5
0,Fatal,18:41,Saturday,Hazy,Dawn,Urban Road,Damaged,Signs,94,2
0,Minor,12:26,Wednesday,Clear,Dusk,Urban Road,Under Construction,Unknown,107,4
0,Serious,21:11,Wednesday,Foggy,Dusk,National Highway,Dry,Signals,42,5
0,Serious,19:11,Saturday,Clear,Daylight,Urban Road,Damaged,Unknown,45,1
0,Serious,0:18,Thursday,Rainy,Dark,State Highway,Dry,Police Checkpost,54,3
0,Serious,1:26,Thursday,Clear,Dusk,National Highway,Under Construction,Signs,72,5
0,Serious,17:18,Wednesday,Rainy,Dawn,National Highway,Dry,Unknown,45,4
0,Serious,1:25,Wednesday,Clear,Dusk,State Highway,Dry,Police Checkpost,103,1
0,Serious,21:45,Saturday,Clear,Dawn,Urban Road,Wet,Unknown,110,1
0,Serious,23:37,Thursday,Stormy,Daylight,National Highway,Dry,Signals,102,1
0,Fatal,12:12,Wednesday,Foggy,Dusk,National Highway,Dry,Unknown,95,3
0,Minor,16:54,Monday,Clear,Dark,Urban Road,Damaged,Police Checkpost,46,2
0,Serious,14:23,Saturday,Clear,Dark,Urban Road,Under Construction,Police Checkpost,84,3
0,Serious,10:19,Saturday,Rainy,Dawn,State Highway,Wet,Unknown,85,1
0,Minor,3:6,Friday,Rainy,Dark,Village Road,Damaged,Signals,84,1
0,Fatal,0:41,Wednesday,Rainy,Dawn,National Highway,Damaged,Signs,49,2
0,Serious,4:25,Sunday,Stormy,Dawn,State Highway,Dry,Unknown,106,2
1,Minor,17:45,Sunday,Stormy,Daylight,Urban Road,Damaged,Signals,62,2
0,Fatal,6:22,Wednesday,Clear,Dark,National Highway,Damaged,Unknown,62,3
0,Serious,22:7,Saturday,Clear,Dawn,Village Road,Damaged,Signs,119,3
1,Fatal,22:41,Saturday,Rainy,Dark,National Highway,Under Construction,Signs,114,4
0,Minor,9:38,Wednesday,Hazy,Daylight,Urban Road,Wet,Police Checkpost,59,5
0,Fatal,3:11,Thursday,Foggy,Dusk,Village Road,Dry,Signals,120,3
0,Serious,21:45,Monday,Foggy,Daylight,State Highway,Dry,Unknown,94,1
1,Serious,22:30,Saturday,Hazy,Daylight,Village Road,Under Construction,Signs,46,4
0,Serious,2:2,Monday,Hazy,Dusk,National Highway,Dry,Signs,60,1
0,Minor,8:52,Tuesday,Rainy,Dawn,Urban Road,Wet,Police Checkpost,77,4
0,Fatal,2:8,Wednesday,Stormy,Daylight,Urban Road,Dry,Unknown,116,5
1,Serious,14:39,Thursday,Rainy,Dawn,National Highway,Wet,Signs,66,1
0,Minor,18:36,Thursday,Foggy,Dawn,National Highway,Under Construction,Signs,62,2
0,Minor,3:26,Monday,Stormy,Dark,Village Road,Wet,Signals,43,5
0,Minor,2:16,Wednesday,Rainy,Dawn,Urban Road,Damaged,Signs,60,1
1,Minor,19:55,Tuesday,Hazy,Dawn,National Highway,Dry,Signs,93,3
0,Fatal,15:19,Saturday,Hazy,Dusk,State Highway,Damaged,Police Checkpost,79,1
0,Fatal,9:12,Saturday,Rainy,Dusk,National Highway,Dry,Signs,43,5
0,Serious,2:12,Friday,Foggy,Dawn,National Highway,Dry,Signals,103,2
0,Minor,9:22,Wednesday,Rainy,Dark,State Highway,Wet,Unknown,77,4
0,Minor,4:56,Thursday,Rainy,Dark,Village Road,Wet,Police Checkpost,45,3
0,Minor,4:13,Saturday,Foggy,Dark,Urban Road,Dry,Signals,44,4
1,Minor,0:37,Saturday,Foggy,Dawn,Urban Road,Under Construction,Signals,106,1
0,Serious,9:57,Saturday,Foggy,Dawn,Urban Road,Under Construction,Signs,51,3
0,Serious,11:28,Saturday,Hazy,Daylight,State Highway,Wet,Signs,119,1
0,Fatal,22:38,Sunday,Hazy,Dark,Urban Road,Under Construction,Unknown,32,2
0,Fatal,3:36,Friday,Rainy,Dark,State Highway,Wet,Signals,98,2
0,Serious,0:42,Wednesday,Stormy,Dusk,Village Road,Damaged,Police Checkpost,115,4
0,Serious,10:37,Sunday,Stormy,Dusk,State Highway,Wet,Police Checkpost,54,5
0,Minor,6:42,Wednesday,Stormy,Dawn,National Highway,Dry,Police Checkpost,75,2
0,Serious,15:14,Monday,Hazy,Dark,Urban Road,Dry,Unknown,98,3
0,Fatal,11:10,Sunday,Stormy,Dark,Urban Road,Wet,Unknown,118,3
0,Minor,1:18,Sunday,Stormy,Dark,State Highway,Damaged,Unknown,32,1
0,Serious,10:42,Sunday,Hazy,Daylight,National Highway,Dry,Unknown,69,3
0,Minor,11:2,Thursday,Rainy,Daylight,State Highway,Dry,Unknown,105,1
0,Minor,0:39,Sunday,Foggy,Dark,Village Road,Dry,Signals,46,3
0,Serious,7:24,Friday,Stormy,Dark,National Highway,Wet,Signs,111,2
0,Serious,13:39,Thursday,Foggy,Daylight,Village Road,Under Construction,Unknown,60,5
0,Fatal,16:44,Tuesday,Clear,Dusk,Village Road,Damaged,Signals,47,4
0,Minor,1:6,Wednesday,Foggy,Dark,State Highway,Dry,Signals,65,4
1,Minor,0:43,Sunday,Rainy,Daylight,State Highway,Dry,Signals,87,5
0,Fatal,21:31,Sunday,Hazy,Dawn,State Highway,Dry,Signs,114,3
0,Fatal,0:52,Thursday,Clear,Dark,Village Road,Dry,Signs,31,3
0,Serious,17:49,Sunday,Rainy,Dusk,State Highway,Wet,Signs,118,4
0,Minor,5:7,Tuesday,Hazy,Dawn,National Highway,Dry,Signals,34,1
0,Fatal,11:36,Thursday,Clear,Dark,National Highway,Wet,Unknown,41,1
0,Serious,10:24,Wednesday,Foggy,Dark,Village Road,Under Construction,Signs,110,4
1,Fatal,8:34,Tuesday,Stormy,Dawn,Urban Road,Wet,Signs,100,3
0,Minor,4:53,Thursday,Rainy,Daylight,State Highway,Wet,Unknown,48,4
0,Fatal,11:5,Wednesday,Foggy,Dark,Village Road,Dry,Signals,30,1
1,Fatal,19:53,Thursday,Stormy,Dawn,Village Road,Damaged,Police Checkpost,78,4
1,Serious,18:39,Friday,Hazy,Dusk,Urban Road,Under Construction,Signals,74,1
0,Serious,8:36,Monday,Stormy,Daylight,State Highway,Under Construction,Signs,41,2
0,Minor,21:47,Friday,Clear,Dusk,Village Road,Under Construction,Police Checkpost,75,2
0,Minor,0:5,Monday,Hazy,Dark,State Highway,Under Construction,Signs,81,2
0,Fatal,12:58,Wednesday,Stormy,Dawn,Urban Road,Wet,Police Checkpost,89,1
0,Serious,8:12,Monday,Stormy,Dawn,Village Road,Damaged,Unknown,46,1
